word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million,topic_code,topic
expression,1114,B1,n,/ɪkspɹˈɛʃən/,sự biểu lộ; thành ngữ,Learn this common expression.,FALSE,1255,58.43,70,GT,"Giao tiếp, ngôn ngữ & truyền thông"
plus,1115,B1,prep,/plˈʌs/,"cộng, thêm",Two plus two is four.,FALSE,1256,58.43,70,SL,"Số lượng, đo lường & kích thước"
extremely,1116,B1,adv,/ɛkstɹˈimli/,"cực kỳ, vô cùng",It is extremely hot today.,FALSE,1257,58.43,70,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
owner,1117,B1,n,/ˈoʊnɚ/,"chủ, người sở hữu",Who is the owner of this car?,FALSE,1258,58.42,70,KT,"Kinh doanh, kinh tế & tài chính"
plane,1118,B1,n,/plˈeɪn/,máy bay,The plane landed safely.,TRUE,1259,58.42,69,DL,Giao thông & du lịch
commercial,1119,B1,adj,/kəmˈɝʃəl/,thương mại,This is a commercial building.,FALSE,1260,58.41,69,KT,"Kinh doanh, kinh tế & tài chính"
lady,1120,B1,n,/lˈeɪdi/,"quý bà, phụ nữ",The old lady smiled at me.,FALSE,1261,58.39,69,NG,Con người & cơ thể
duty,1121,B1,n,/dˈuti/,"nhiệm vụ, bổn phận",It is my duty to help.,FALSE,1262,58.38,69,CV,Công việc & nghề nghiệp
strength,1122,B1,n,/stɹˈɛŋkθ/,sức mạnh; điểm mạnh,Teamwork is our strength.,FALSE,1263,58.37,69,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
connect,1123,B1,v,/kənˈɛkt/,"kết nối, nối",Connect the cable to the TV.,FALSE,1264,58.36,69,HD,Hành động & chuyển động
cultural,1124,B1,adj,/kˈʌltʃɚəl/,thuộc văn hóa,We visited many cultural sites.,FALSE,1265,58.36,69,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
arrange,1125,B1,v,/ɚˈeɪndʒ/,sắp xếp; thu xếp,She arranged the flowers.,FALSE,1266,58.35,68,HD,Hành động & chuyển động
scheme,1126,B1,n,/skˈim/,kế hoạch; sơ đồ,They started a new scheme.,FALSE,1267,58.35,68,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
payment,1127,B1,n,/pˈeɪmənt/,"sự thanh toán, khoản trả",Your payment was received.,FALSE,1268,58.34,68,KT,"Kinh doanh, kinh tế & tài chính"
unfortunately,1128,B1,adv,/ənfˈɔɹtʃənətli/,"không may, thật tiếc","Unfortunately, the shop was closed.",FALSE,1269,58.34,68,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
brief,1129,B1,adj,/bɹˈif/,ngắn gọn,Let me give a brief summary.,FALSE,1270,58.34,68,SL,"Số lượng, đo lường & kích thước"
bird,1130,B1,n,/bˈɝd/,con chim,A bird is singing in the tree.,TRUE,1271,58.33,68,TN,"Thiên nhiên, môi trường & thời tiết"
demonstrate,1131,B1,v,/dˈɛmənstɹˌeɪt/,chứng minh; biểu diễn,She demonstrated how to use it.,FALSE,1272,58.33,68,GT,"Giao tiếp, ngôn ngữ & truyền thông"
contribution,1132,B1,n,/kˌɑntɹəbjˈuʃən/,sự đóng góp,Thank you for your contribution.,FALSE,1273,58.33,68,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
appreciate,1133,B1,v,/əpɹˈiʃiˌeɪt/,đánh giá cao; biết ơn,I appreciate your help.,FALSE,1274,58.32,68,CX,"Cảm xúc, tính cách & thái độ"
chapter,1134,B1,n,/tʃˈæptɚ/,chương (sách),Read the first chapter tonight.,FALSE,1275,58.32,68,GI,"Nghệ thuật, giải trí & thể thao"
secret,1135,B1,n,/sˈikɹət/,bí mật,Can you keep a secret?,FALSE,1276,58.32,68,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
apparently,1136,B1,adv,/əpˈɛɹəntli/,"có vẻ như, hình như","Apparently, she is leaving soon.",FALSE,1277,58.32,68,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
novel,1137,B1,n,/nˈɑvəl/,tiểu thuyết,She wrote a famous novel.,TRUE,1278,58.32,68,GI,"Nghệ thuật, giải trí & thể thao"
union,1138,B1,n,/jˈunjən/,công đoàn; liên minh,He joined the workers' union.,FALSE,1279,58.31,68,CV,Công việc & nghề nghiệp
burn,1139,B1,v,/bˈɝn/,đốt; cháy; bỏng,Be careful not to burn the rice.,FALSE,1280,58.31,68,HD,Hành động & chuyển động
trend,1140,B1,n,/tɹˈɛnd/,xu hướng,This is the latest fashion trend.,FALSE,1281,58.31,68,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
initial,1141,B1,adj,/ˌɪnˈɪʃəl/,"ban đầu, đầu tiên",My initial idea was different.,FALSE,1282,58.31,68,TG,Thời gian
pleasure,1142,B1,n,/plˈɛʒɚ/,"niềm vui, sự vui thích",It's a pleasure to meet you.,FALSE,1283,58.3,68,CX,"Cảm xúc, tính cách & thái độ"
suggestion,1143,B1,n,/sədʒˈɛstʃən/,"lời đề nghị, gợi ý",Do you have any suggestions?,FALSE,1284,58.3,68,GT,"Giao tiếp, ngôn ngữ & truyền thông"
critical,1144,B1,adj,/kɹˈɪtɪkəl/,quan trọng; phê phán,This is a critical moment.,FALSE,1285,58.29,67,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
gather,1145,B1,v,/ɡˈæðɚ/,tụ tập; thu thập,People gathered in the square.,FALSE,1286,58.29,67,HD,Hành động & chuyển động
mostly,1146,B1,adv,/mˈoʊstli/,"chủ yếu, phần lớn",The students are mostly girls.,FALSE,1287,58.29,67,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
earth,1147,B1,n,/ˈɝθ/,trái đất; đất,The Earth goes around the Sun.,FALSE,1288,58.29,67,TN,"Thiên nhiên, môi trường & thời tiết"
pop,1148,B1,adj,/pˈɑp/,nhạc pop; (v) nổ,She likes pop music.,FALSE,1289,58.28,67,GI,"Nghệ thuật, giải trí & thể thao"
essential,1149,B1,adj,/ɛsˈɛnʃəl/,"thiết yếu, cần thiết",Water is essential for life.,FALSE,1290,58.27,67,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
desire,1150,B1,n,/dɪzˈaɪɚ/,"sự khao khát, mong muốn",She has a strong desire to learn.,FALSE,1291,58.27,67,CX,"Cảm xúc, tính cách & thái độ"
promote,1151,B1,v,/pɹəmˈoʊt/,thăng chức; quảng bá,They promoted her to manager.,FALSE,1292,58.27,67,CV,Công việc & nghề nghiệp
currently,1152,B1,adv,/kˈɝəntli/,"hiện nay, hiện tại",She is currently studying abroad.,FALSE,1293,58.27,67,TG,Thời gian
employ,1153,B1,v,/ɛmplˈɔɪ/,tuyển dụng; sử dụng,The factory employs many workers.,FALSE,1294,58.26,67,CV,Công việc & nghề nghiệp
path,1154,B1,n,/pˈæθ/,"con đường mòn, lối đi",Follow the path to the lake.,TRUE,1295,58.26,67,KG,"Không gian, vị trí & địa lý"
topic,1155,B1,n,/tˈɑpɪk/,"chủ đề, đề tài",Choose a topic for your essay.,FALSE,1296,58.26,67,GT,"Giao tiếp, ngôn ngữ & truyền thông"
beach,1156,B1,n,/bˈitʃ/,bãi biển,We relaxed on the beach.,TRUE,1297,58.25,67,TN,"Thiên nhiên, môi trường & thời tiết"
attract,1157,B1,v,/ətɹˈækt/,"thu hút, hấp dẫn",The park attracts many tourists.,FALSE,1298,58.25,67,CX,"Cảm xúc, tính cách & thái độ"
engage,1158,B1,v,/ɛnɡˈeɪdʒ/,thu hút; tham gia,The teacher engaged the class.,FALSE,1299,58.25,67,HD,Hành động & chuyển động
powerful,1159,B1,adj,/pˈaʊɚfəl/,"mạnh mẽ, hùng mạnh",This is a powerful engine.,FALSE,1300,58.24,67,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
flower,1160,B1,n,/flˈaʊɚ/,bông hoa,She picked a beautiful flower.,TRUE,1301,58.24,67,TN,"Thiên nhiên, môi trường & thời tiết"
crisis,1161,B1,n,/kɹˈaɪsəs/,khủng hoảng,The country faced an economic crisis.,FALSE,1302,58.24,67,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
settle,1162,B1,v,/sˈɛtəl/,định cư; giải quyết,They settled in a new town.,FALSE,1303,58.23,67,HD,Hành động & chuyển động
boat,1163,B1,n,/bˈoʊt/,con thuyền,We rowed the boat across the lake.,TRUE,1304,58.23,66,DL,Giao thông & du lịch
aid,1164,B1,n,/ˈeɪd/,"sự viện trợ, giúp đỡ",They sent aid to the flood victims.,FALSE,1305,58.23,66,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
fan,1165,B1,n,/fˈæn/,người hâm mộ; cái quạt,He is a big football fan.,TRUE,1306,58.23,66,GI,"Nghệ thuật, giải trí & thể thao"
kitchen,1166,B1,n,/kˈɪtʃən/,nhà bếp,She is cooking in the kitchen.,TRUE,1307,58.23,66,NC,"Nhà cửa, đồ vật & trang phục"
twice,1167,B1,adv,/twˈaɪs/,hai lần,I brush my teeth twice a day.,FALSE,1308,58.22,66,SL,"Số lượng, đo lường & kích thước"
fresh,1168,B1,adj,/fɹˈɛʃ/,tươi; mới,I love fresh vegetables.,FALSE,1309,58.22,66,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
delay,1169,B1,n,/dɪlˈeɪ/,"sự trì hoãn, chậm trễ",There was a long delay.,FALSE,1310,58.22,66,TG,Thời gian
safety,1170,B1,n,/sˈeɪfti/,sự an toàn,Safety comes first.,FALSE,1311,58.22,66,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
engineer,1171,B1,n,/ˈɛndʒənˈɪɹ/,kỹ sư,He is a software engineer.,FALSE,1312,58.22,66,CV,Công việc & nghề nghiệp
quiet,1172,B1,adj,/kwˈaɪət/,"yên tĩnh, im lặng",The library is very quiet.,FALSE,1313,58.21,66,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
insurance,1173,B1,n,/ˌɪnʃˈʊɹəns/,bảo hiểm,Do you have health insurance?,FALSE,1314,58.21,66,KT,"Kinh doanh, kinh tế & tài chính"
nurse,1174,B1,n,/nˈɝs/,y tá,The nurse took my temperature.,TRUE,1315,58.21,66,SK,Sức khỏe & y tế
divide,1175,B1,v,/dɪvˈaɪd/,chia,Divide the class into groups.,FALSE,1316,58.2,66,SL,"Số lượng, đo lường & kích thước"
length,1176,B1,n,/lˈɛŋkθ/,chiều dài; độ dài,Measure the length of the room.,FALSE,1317,58.2,66,SL,"Số lượng, đo lường & kích thước"
investigation,1177,B1,n,/ˌɪnvˌɛstəɡˈeɪʃən/,cuộc điều tra,The police started an investigation.,FALSE,1318,58.19,66,CT,"Chính trị, luật pháp & quân sự"
package,1178,B1,n,/pˈækədʒ/,"gói hàng, bưu kiện",A package arrived for you.,TRUE,1319,58.19,66,NC,"Nhà cửa, đồ vật & trang phục"
expand,1179,B1,v,/ɪkspˈænd/,mở rộng,The company plans to expand.,FALSE,1321,58.18,66,HD,Hành động & chuyển động
commit,1180,B1,v,/kəmˈɪt/,cam kết; phạm (tội),She is committed to her work.,FALSE,1322,58.18,66,HD,Hành động & chuyển động
obvious,1181,B1,adj,/ˈɑbviəs/,"rõ ràng, hiển nhiên",The answer is obvious.,FALSE,1323,58.18,66,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
jump,1182,B1,v,/dʒˈʌmp/,nhảy,The cat jumped onto the table.,FALSE,1324,58.16,65,HD,Hành động & chuyển động
weapon,1183,B1,n,/wˈɛpən/,vũ khí,The police found a weapon.,TRUE,1325,58.16,65,CT,"Chính trị, luật pháp & quân sự"
relatively,1184,B1,adv,/ɹˈɛlətɪvli/,tương đối,This test was relatively easy.,FALSE,1326,58.15,65,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
host,1185,B1,n,/hˈoʊst/,chủ nhà; người dẫn chương trình,She was a kind host.,FALSE,1327,58.15,65,GI,"Nghệ thuật, giải trí & thể thao"
winter,1186,B1,n,/wˈɪntɚ/,mùa đông,Winter is very cold here.,FALSE,1328,58.15,65,TG,Thời gian
district,1187,B1,n,/dˈɪstɹɪkt/,"quận, huyện",They live in a quiet district.,FALSE,1329,58.15,65,KG,"Không gian, vị trí & địa lý"
broad,1188,B1,adj,/bɹˈɔd/,"rộng, rộng lớn",He has broad shoulders.,FALSE,1330,58.14,65,SL,"Số lượng, đo lường & kích thước"
tire,1189,B1,n,/tˈaɪɚ/,lốp xe,The car has a flat tire.,TRUE,1331,58.12,65,DL,Giao thông & du lịch
spring,1190,B1,n,/spɹˈɪŋ/,mùa xuân; lò xo,Flowers bloom in spring.,FALSE,1332,58.11,65,TG,Thời gian
spirit,1191,B1,n,/spˈɪɹət/,tinh thần; linh hồn,The team has great spirit.,FALSE,1333,58.09,64,CX,"Cảm xúc, tính cách & thái độ"
lunch,1192,B1,n,/lˈʌntʃ/,bữa trưa,Let's have lunch together.,FALSE,1334,58.09,64,AU,Ăn uống & thực phẩm
actual,1193,B1,adj,/ˈæktʃəwəl/,"thực tế, thực sự",What is the actual cost?,FALSE,1335,58.08,64,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
pool,1194,B1,n,/pˈul/,hồ bơi; vũng,The hotel has a swimming pool.,TRUE,1336,58.08,64,GI,"Nghệ thuật, giải trí & thể thao"
battle,1195,B1,n,/bˈætəl/,trận chiến,They won the final battle.,FALSE,1337,58.08,64,CT,"Chính trị, luật pháp & quân sự"
tradition,1196,B1,n,/tɹədˈɪʃən/,truyền thống,This is an old family tradition.,FALSE,1338,58.08,64,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
cash,1197,B1,n,/kˈæʃ/,tiền mặt,I paid in cash.,TRUE,1339,58.07,64,KT,"Kinh doanh, kinh tế & tài chính"
hardly,1198,B1,adv,/hˈɑɹdli/,hầu như không,I can hardly hear you.,FALSE,1340,58.06,64,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
award,1199,B1,n,/əwˈɔɹd/,giải thưởng,She won an award for her work.,TRUE,1341,58.06,64,GI,"Nghệ thuật, giải trí & thể thao"
coach,1200,B1,n,/kˈoʊtʃ/,huấn luyện viên; xe khách,The coach trained the team hard.,FALSE,1342,58.06,64,GI,"Nghệ thuật, giải trí & thể thao"
experiment,1201,B1,n,/ɪkspˈɛɹəmənt/,thí nghiệm,We did a science experiment.,FALSE,1343,58.06,64,KH,Khoa học & công nghệ
consideration,1202,B1,n,/kənsˌɪdɚˈeɪʃən/,sự cân nhắc,Take this into consideration.,FALSE,1344,58.06,64,TD,"Tư duy, nhận thức & giác quan"
strange,1203,B1,adj,/stɹˈeɪndʒ/,"kỳ lạ, lạ",I heard a strange noise.,FALSE,1345,58.06,64,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
code,1204,B1,n,/kˈoʊd/,"mã, mật mã",Enter your secret code.,FALSE,1346,58.06,64,KH,Khoa học & công nghệ
possibly,1205,B1,adv,/pˈɑsəbli/,"có thể, có lẽ",This is possibly the best plan.,FALSE,1347,58.04,64,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
threat,1206,B1,n,/θɹˈɛt/,mối đe dọa,Pollution is a serious threat.,FALSE,1348,58.04,64,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
accident,1207,B1,n,/ˈæksədənt/,tai nạn,There was a car accident.,FALSE,1349,58.04,64,SK,Sức khỏe & y tế
impossible,1208,B1,adj,/ˌɪmpˈɑsəbəl/,không thể,This task seems impossible.,FALSE,1350,58.04,64,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
revenue,1209,B1,n,/ɹˈɛvənˌu/,doanh thu,The company's revenue grew.,FALSE,1351,58.04,64,KT,"Kinh doanh, kinh tế & tài chính"
enable,1210,B1,v,/ɛnˈeɪbəl/,cho phép; tạo điều kiện,This app enables fast learning.,FALSE,1352,58.04,64,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
afraid,1211,B1,adj,/əfɹˈeɪd/,"sợ, e ngại",I am afraid of the dark.,FALSE,1353,58.03,63,CX,"Cảm xúc, tính cách & thái độ"
active,1212,B1,adj,/ˈæktɪv/,"năng động, tích cực",She leads an active life.,FALSE,1354,58.03,63,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
conclude,1213,B1,v,/kənklˈud/,kết luận; kết thúc,She concluded her speech.,FALSE,1355,58.02,63,TD,"Tư duy, nhận thức & giác quan"
religious,1214,B1,adj,/ɹɪlˈɪdʒəs/,"thuộc tôn giáo, sùng đạo",They are a religious family.,FALSE,1356,58.01,63,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
cancer,1215,B1,n,/kˈænsɚ/,bệnh ung thư,Smoking can cause cancer.,FALSE,1357,58.01,63,SK,Sức khỏe & y tế
convince,1216,B1,v,/kənvˈɪns/,thuyết phục,She convinced me to stay.,FALSE,1358,58.01,63,GT,"Giao tiếp, ngôn ngữ & truyền thông"
vary,1217,B1,v,/vˈɛɹi/,"thay đổi, khác nhau",Prices vary from shop to shop.,FALSE,1359,58.01,63,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
environmental,1218,B1,adj,/ɪnvˌaɪɹənmˈɛntəl/,thuộc môi trường,We discussed environmental issues.,FALSE,1360,58,63,TN,"Thiên nhiên, môi trường & thời tiết"
sun,1219,B1,n,/sˈʌn/,mặt trời,The sun is very bright today.,TRUE,1361,58,63,TN,"Thiên nhiên, môi trường & thời tiết"
healthy,1220,B1,adj,/hˈɛlθi/,khỏe mạnh; lành mạnh,Eat healthy food every day.,FALSE,1362,57.99,63,SK,Sức khỏe & y tế
blow,1221,B1,v,/blˈoʊ/,thổi,The wind is blowing hard.,FALSE,1363,57.98,63,HD,Hành động & chuyển động
volume,1222,B1,n,/vˈɑljum/,âm lượng; thể tích; tập,"Turn down the volume, please.",FALSE,1364,57.97,63,SL,"Số lượng, đo lường & kích thước"
location,1223,B1,n,/loʊkˈeɪʃən/,"vị trí, địa điểm",The hotel has a great location.,FALSE,1365,57.97,63,KG,"Không gian, vị trí & địa lý"
invest,1224,B1,v,/ˌɪnvˈɛst/,đầu tư,They invested in a new business.,FALSE,1366,57.97,63,KT,"Kinh doanh, kinh tế & tài chính"
proceed,1225,B1,v,/pɹəsˈid/,"tiến hành, tiếp tục",Please proceed to the gate.,FALSE,1367,57.97,63,HD,Hành động & chuyển động
wash,1226,B1,v,/wˈɑʃ/,"rửa, giặt",Wash your hands before eating.,FALSE,1368,57.97,63,HD,Hành động & chuyển động
actor,1227,B1,n,/ˈæktɚ/,diễn viên,He is a famous actor.,TRUE,1369,57.96,63,GI,"Nghệ thuật, giải trí & thể thao"
glad,1228,B1,adj,/ɡlˈæd/,"vui, mừng",I am glad to see you.,FALSE,1370,57.96,63,CX,"Cảm xúc, tính cách & thái độ"
tape,1229,B1,n,/tˈeɪp/,băng dính; băng ghi,Use tape to fix the box.,TRUE,1371,57.96,62,NC,"Nhà cửa, đồ vật & trang phục"
opposite,1230,B1,adj,/ˈɑpəzət/,đối diện; ngược lại,The bank is opposite the park.,FALSE,1373,57.95,62,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
stone,1231,B1,n,/stˈoʊn/,hòn đá,He threw a stone into the water.,TRUE,1374,57.95,62,TN,"Thiên nhiên, môi trường & thời tiết"
sum,1232,B1,n,/sˈʌm/,tổng; số tiền,The sum of two and three is five.,FALSE,1375,57.95,62,SL,"Số lượng, đo lường & kích thước"
murder,1233,B1,n,/mˈɝdɚ/,vụ giết người,The police solved the murder.,FALSE,1376,57.95,62,CT,"Chính trị, luật pháp & quân sự"
monitor,1234,B1,n,/mˈɑnətɚ/,màn hình; người theo dõi,The computer monitor is broken.,TRUE,1377,57.94,62,KH,Khoa học & công nghệ
soldier,1235,B1,n,/sˈoʊldʒɚ/,người lính,The soldier stood at the gate.,TRUE,1378,57.94,62,CT,"Chính trị, luật pháp & quân sự"
finance,1236,B1,n,/fənˈæns/,tài chính,She studies finance at college.,FALSE,1379,57.94,62,KT,"Kinh doanh, kinh tế & tài chính"
hate,1237,B1,v,/hˈeɪt/,ghét,I hate waiting in long lines.,FALSE,1380,57.93,62,CX,"Cảm xúc, tính cách & thái độ"
egg,1238,B1,n,/ˈɛɡ/,quả trứng,I eat two eggs for breakfast.,TRUE,1381,57.93,62,AU,Ăn uống & thực phẩm
concert,1239,B1,n,/kˈɑnsɚt/,buổi hòa nhạc,We went to a rock concert.,FALSE,1382,57.92,62,GI,"Nghệ thuật, giải trí & thể thao"
shock,1240,B1,n,/ʃˈɑk/,cú sốc,The news was a big shock.,FALSE,1383,57.92,62,CX,"Cảm xúc, tính cách & thái độ"
comfortable,1241,B1,adj,/kˈʌmfɚtəbəl/,"thoải mái, dễ chịu",This chair is very comfortable.,FALSE,1384,57.92,62,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
usual,1242,B1,adj,/jˈuʒəwəl/,"thường lệ, thông thường",He arrived at the usual time.,FALSE,1385,57.92,62,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
carefully,1243,B1,adv,/kˈɛɹfəli/,một cách cẩn thận,Read the instructions carefully.,FALSE,1386,57.91,62,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
pack,1244,B1,v,/pˈæk/,đóng gói; xếp đồ,I need to pack my bags.,FALSE,1387,57.91,62,HD,Hành động & chuyển động
recall,1245,B1,v,/ɹˈikˌɔl/,nhớ lại; thu hồi,I can't recall her name.,FALSE,1388,57.91,62,TD,"Tư duy, nhận thức & giác quan"
wine,1246,B1,n,/wˈaɪn/,rượu vang,They drank a glass of wine.,TRUE,1389,57.9,62,AU,Ăn uống & thực phẩm
camera,1247,B1,n,/kˈæmɚə/,máy ảnh,She bought a new camera.,TRUE,1390,57.9,62,KH,Khoa học & công nghệ
swim,1248,B1,v,/swˈɪm/,bơi,I swim every weekend.,FALSE,1391,57.9,62,GI,"Nghệ thuật, giải trí & thể thao"
manufacture,1249,B1,v,/mˌænjəfˈæktʃɚ/,"sản xuất, chế tạo",The factory manufactures phones.,FALSE,1392,57.9,62,KT,"Kinh doanh, kinh tế & tài chính"
theater,1250,B1,n,/θˈiətɚ/,"nhà hát, rạp",We watched a play at the theater.,TRUE,1393,57.89,61,GI,"Nghệ thuật, giải trí & thể thao"
cycle,1251,B1,n,/sˈaɪkəl/,chu kỳ; xe đạp,The water cycle is natural.,FALSE,1394,57.88,61,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
coffee,1252,B1,n,/kˈɑfi/,cà phê,I drink coffee every morning.,TRUE,1395,57.87,61,AU,Ăn uống & thực phẩm
totally,1253,B1,adv,/tˈoʊtəli/,hoàn toàn,I totally agree with you.,FALSE,1396,57.87,61,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
museum,1254,B1,n,/mjuzˈiəm/,viện bảo tàng,We visited the art museum.,TRUE,1397,57.87,61,GI,"Nghệ thuật, giải trí & thể thao"
visitor,1255,B1,n,/vˈɪzɪtɚ/,"khách tham quan, khách",The museum had many visitors.,FALSE,1398,57.87,61,DL,Giao thông & du lịch
freedom,1256,B1,n,/fɹˈidəm/,sự tự do,Everyone wants freedom.,FALSE,1399,57.86,61,CT,"Chính trị, luật pháp & quân sự"
construction,1257,B1,n,/kənstɹˈʌkʃən/,"sự xây dựng, công trình",The building is under construction.,FALSE,1400,57.86,61,NC,"Nhà cửa, đồ vật & trang phục"
dear,1258,B1,adj,/dˈɪɹ/,thân mến; đắt,"Dear friend, thank you.",FALSE,1401,57.86,61,CX,"Cảm xúc, tính cách & thái độ"
objective,1259,B1,n,/əbdʒˈɛktɪv/,mục tiêu,Our main objective is clear.,FALSE,1402,57.84,61,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
historical,1260,B1,adj,/hɪstˈɔɹɪkəl/,thuộc lịch sử,This is a historical building.,FALSE,1405,57.83,61,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
oppose,1261,B1,v,/əpˈoʊz/,"phản đối, chống lại",Many people oppose the plan.,FALSE,1406,57.83,61,GT,"Giao tiếp, ngôn ngữ & truyền thông"
branch,1262,B1,n,/bɹˈæntʃ/,cành cây; chi nhánh,The bank has a new branch.,TRUE,1407,57.82,61,TN,"Thiên nhiên, môi trường & thời tiết"
vehicle,1263,B1,n,/vˈihɪkəl/,"xe cộ, phương tiện",Park your vehicle here.,TRUE,1408,57.82,61,DL,Giao thông & du lịch
scientist,1264,B1,n,/sˈaɪəntɪst/,nhà khoa học,The scientist studied the results.,FALSE,1409,57.82,60,KH,Khoa học & công nghệ
route,1265,B1,n,/ɹˈut/,"tuyến đường, lộ trình",This is the fastest route.,FALSE,1410,57.81,60,DL,Giao thông & du lịch
bind,1266,B1,v,/bˈaɪnd/,buộc; ràng buộc,Bind the papers together.,FALSE,1411,57.8,60,HD,Hành động & chuyển động
belong,1267,B1,v,/bɪlˈɔŋ/,thuộc về,This book belongs to me.,FALSE,1412,57.8,60,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
taste,1268,B1,n,/tˈeɪst/,vị; khẩu vị,The soup has a great taste.,FALSE,1413,57.8,60,AU,Ăn uống & thực phẩm
tonight,1269,B1,adv,/tənˈaɪt/,tối nay,Let's go out tonight.,FALSE,1414,57.79,60,TG,Thời gian
fashion,1270,B1,n,/fˈæʃən/,thời trang,She works in the fashion industry.,FALSE,1415,57.79,60,NC,"Nhà cửa, đồ vật & trang phục"
danger,1271,B1,n,/dˈeɪndʒɚ/,sự nguy hiểm,Keep away from danger.,FALSE,1416,57.79,60,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
bomb,1272,B1,n,/bˈɑm/,quả bom,The bomb did not explode.,TRUE,1417,57.79,60,CT,"Chính trị, luật pháp & quân sự"
army,1273,B1,n,/ˈɑɹmi/,quân đội,He joined the army.,FALSE,1418,57.79,60,CT,"Chính trị, luật pháp & quân sự"
dangerous,1274,B1,adj,/dˈeɪndʒɚəs/,nguy hiểm,This road is dangerous at night.,FALSE,1419,57.77,60,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
decrease,1275,B1,v,/dɪkɹˈis/,"giảm, giảm bớt",The number of students decreased.,FALSE,1420,57.76,60,SL,"Số lượng, đo lường & kích thước"
hurt,1276,B1,v,/hˈɝt/,làm đau; đau,My leg hurts.,FALSE,1421,57.76,60,SK,Sức khỏe & y tế
council,1277,B1,n,/kˈaʊnsəl/,hội đồng,The city council met today.,FALSE,1422,57.75,60,CT,"Chính trị, luật pháp & quân sự"
editor,1278,B1,n,/ˈɛdətɚ/,biên tập viên,She is the newspaper editor.,FALSE,1423,57.74,59,GT,"Giao tiếp, ngôn ngữ & truyền thông"
normally,1279,B1,adv,/nˈɔɹməli/,"thường, bình thường",I normally sleep early.,FALSE,1424,57.74,59,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sight,1280,B1,n,/sˈaɪt/,thị giác; cảnh tượng,The mountains are a beautiful sight.,FALSE,1425,57.74,59,TD,"Tư duy, nhận thức & giác quan"
generate,1281,B1,v,/dʒˈɛnɚˌeɪt/,"tạo ra, sinh ra",Solar panels generate power.,FALSE,1426,57.73,59,HD,Hành động & chuyển động
gift,1282,B1,n,/ɡˈɪft/,món quà,I bought a gift for her.,TRUE,1427,57.73,59,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
delivery,1283,B1,n,/dɪlˈɪvɚi/,sự giao hàng,Free delivery is available.,FALSE,1428,57.72,59,KT,"Kinh doanh, kinh tế & tài chính"
deny,1284,B1,v,/dɪnˈaɪ/,"phủ nhận, từ chối",He denied the accusation.,FALSE,1429,57.72,59,GT,"Giao tiếp, ngôn ngữ & truyền thông"
guest,1285,B1,n,/ɡˈɛst/,khách,We have guests for dinner.,FALSE,1430,57.72,59,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
